id,ox,oy,dx,dy,ori_cluster
0,438680.0084,4421125.065,439543.812,4421793.66,1
1,438662.1177,4421682.787,439543.9899,4421401.097,1
2,438688.3355,4421572.938,439528.3408,4421997.783,1
3,438677.6799,4422476.387,439509.572,4421850.939,1
4,438694.5494,4421903.648,439532.1311,4421564.131,1
5,438674.682,4421446.098,439505.4347,4421917.293,1
6,438676.1507,4422410.422,439547.3647,4421965.615,1
7,438655.294,4422443.1,439516.3112,4421669.608,1
8,438679.1467,4420960.533,439531.6458,4421679.672,1
9,438665.4597,4421413.499,439520.073,4421581.902,1
10,438690.2256,4421344.432,439526.0648,4421837.178,1
11,438697.0383,4422317.499,439537.0759,4421789.467,1
12,438657.5513,4422462.667,439546.3975,4421965.927,1
13,438666.3585,4422251.47,439504.8957,4421407.256,1
14,438680.881,4421668.073,439533.1543,4421747.212,1
15,438669.9504,4421124.34,439522.3113,4421799.043,1
16,438696.5859,4422484.013,439518.7892,4421566.996,1
17,438683.029,4422092.245,439549.7148,4421444.883,1
18,438672.9324,4421209.426,439547.8325,4421665.968,1
19,438665.0533,4421993.672,439530.0358,4421722.977,1
20,438678.756,4420950.667,439519.6509,4421772.064,1
21,438689.5269,4422533.047,439518.1284,4421612.61,1
22,438688.797,4421386.027,439502.5483,4421809.301,1
23,438696.7324,4421121.666,439540.0146,4421683.308,1
24,438696.0189,4421004.631,439502.29,4421716.776,1
25,438664.0431,4421103.704,439518.0794,4421655.132,1
26,438668.2512,4420918.467,439537.592,4421721.65,1
27,438677.819,4421064.859,439530.9298,4421834.892,1
28,438699.4711,4421221.25,439544.4156,4421714.571,1
29,438697.7021,4420949.188,439548.612,4421924.189,1
30,438673.9526,4421869.216,439502.2693,4421591.143,1
31,438689.8585,4421978.342,439533.189,4421769.13,1
32,438679.5914,4422223.659,439536.791,4421993.163,1
33,438669.0248,4421387.09,439520.0399,4421461.009,1
34,438658.0156,4421027.188,439545.5911,4421883.033,1
35,438659.8222,4421133.675,439519.588,4421794.613,1
36,438676.304,4421469.628,439549.1024,4421880.548,1
37,438698.0583,4421792.806,439513.9978,4421773.554,1
38,438689.5907,4421820.256,439508.3469,4421949.569,1
39,438699.5679,4422535.828,439540.5854,4421431.026,1
40,438663.7086,4422179.147,439539.03,4421566.332,1
41,438688.9548,4422592.144,439524.9024,4421977.102,1
42,438693.6456,4421933.115,439523.0056,4421613.459,1
43,438661.6452,4421969.966,439530.9214,4421730.623,1
44,438661.289,4422155.749,439538.2075,4421855.351,1
45,438695.6896,4421576.658,439544.2211,4421577.815,1
46,438686.4627,4421815.892,439502.0128,4421929.83,1
47,438698.2021,4422282.765,439546.234,4421459.324,1
48,438689.9718,4420945.571,439536.328,4421416.93,1
49,438685.8035,4422500.162,439518.0456,4421751.583,1
50,438674.624,4421588.827,439547.7172,4421502.038,1
51,438659.2737,4422040.072,439539.1266,4421557.984,1
52,438690.1302,4421096.55,439509.9566,4421669.895,1
53,438688.0716,4421266.994,439537.6727,4421588.479,1
54,438659.214,4421021.089,439509.733,4421546.211,1
55,438672.1141,4422210.864,439523.7269,4421986.372,1
56,438677.9421,4422306.996,439501.9392,4421876.422,1
57,438657.5005,4422137.554,439540.8512,4421472.841,1
58,438664.2913,4421455.855,439517.6387,4421529.416,1
59,438682.6447,4422404.066,439503.7487,4421776.423,1
60,438690.5637,4420946.373,439530.3877,4421925.798,1
61,438667.786,4421077.711,439519.0847,4421627.225,1
62,438666.5671,4421148.202,439501.2721,4421453.195,1
63,438688.7331,4422321.319,439507.5992,4421814.058,1
64,438665.0421,4421524.919,439508.2336,4421578.939,1
65,438691.631,4421087.473,439549.3403,4421911.073,1
