id,ox,oy,dx,dy,ori_cluster
0,439314.1038,4422240.596,443569.4362,4419409.625,1
1,439171.8363,4422492.545,444073.777,4419260.885,1
2,439178.6757,4422358.652,443883.8985,4418835.42,1
3,438964.234,4422258.688,443594.0777,4419274.943,1
4,439256.3623,4422504.632,443565.8725,4418808.978,1
5,439167.9095,4422291.583,444037.7003,4419260.984,1
6,439260.312,4422240.196,443993.0532,4418689.077,1
7,439226.814,4422507.319,444113.7854,4419355.311,1
8,438658.2594,4422153.8,444076.04,4419366.097,1
9,439183.9085,4422295.449,443702.7995,4418906.368,1
10,439182.097,4422294.932,443556.635,4418981.506,1
11,439171.8411,4422492.476,443468.2573,4418908.845,1
12,439200.9684,4422078.594,443995.4125,4419265.237,1
13,439191.875,4422297.284,444112.5192,4419307.826,1
14,439302.7199,4422240.511,443569.3503,4419398.007,1
15,439178.1923,4422364.571,443569.5162,4419420.451,1
16,438853.2923,4422233.817,443272.5811,4418912.142,1
17,439128.0376,4422518.127,443911.8176,4419147.898,1
18,438571.5781,4422150.669,443627.0077,4419152.536,1
19,439189.975,4422077.603,443997.3729,4418998.096,1
20,438597.8979,4422150.878,443567.6125,4419362.008,1
21,439341.8548,4422324.91,444172.9829,4418900.351,1
22,439178.8772,4422293.913,444120.4217,4418707.245,1
23,439237.2371,4422239.683,443957.4339,4419270.505,1
24,439084.7951,4422522.517,443657.2776,4419153.33,1
25,438551.6547,4422153.294,444113.8748,4419357.601,1
26,439187.0641,4422251.047,443941.7345,4418904.291,1
27,438647.4467,4422152.619,444117.9144,4418790.428,1
28,439195.5316,4422150.428,444112.2007,4419298.429,1
29,438988.7811,4422262.457,443999.6614,4418999.696,1
30,439190.6504,4422241.467,443971.2118,4419269.419,1
31,438825.9787,4422225.256,443816.4576,4418905.349,1
32,439006.4384,4422264.828,443679.0263,4419153.17,1
33,439375.1852,4422500.703,443593.0865,4419274.951,1
34,439133.4949,4422285.565,443875.5202,4418904.877,1
35,439175.2814,4422422.818,443564.7654,4419269.12,1
36,439176.8483,4422383.644,444119.4301,4418901.358,1
37,438565.9698,4422150.625,444008.557,4419115.137,1
38,438808.0606,4422218.078,443795.3599,4418987.809,1
39,439193.998,4422297.844,444004.5127,4419005.399,1
40,438553.1979,4422150.524,443566.4853,4419276.168,1
41,439236.5851,4422239.661,443922.0701,4418904.468,1
42,439344.8757,4422500.636,444088.1595,4419261.363,1
43,439103.4622,4422520.401,443897.3612,4418904.69,1
44,439177.9082,4422293.606,444113.7842,4419355.157,1
45,439174.1594,4422451.166,443689.1299,4419273.359,1
46,439203.4405,4422079.194,443882.6958,4418874.621,1
47,439091.6966,4422521.649,443959.0902,4418993.624,1
48,438551.792,4422145.375,443568.7049,4419372.54,1
49,438582.8561,4422150.759,443955.4385,4419270.617,1
50,438986.0164,4422262.086,443665.6547,4419153.268,1
51,439198.4555,4422113.374,443655.0709,4419121.29,1
52,439312.3719,4422240.583,443462.8397,4419380.075,1
53,439108.9999,4422520.287,444114.0044,4418948.915,1
54,439178.2789,4422293.724,443562.7024,4419201.4,1
55,439198.1959,4422299.022,443653.5418,4418989.014,1
56,439045.488,4422270.756,443560.4888,4418828.404,1
57,438553.1105,4422081.639,444044.6833,4419260.916,1
58,439174.4395,4422292.772,443917.1484,4418992.173,1
59,439221.8463,4422304.049,443555.1468,4418893.671,1
60,439318.3519,4422240.628,444112.95,4419005.612,1
61,438907.4855,4422248.318,444113.58,4418911.388,1
62,438875.3875,4422240.656,443846.8541,4419149.38,1
63,439174.1924,4422450.289,443557.5361,4418846.391,1
64,438553.1314,4422079.76,443597.7394,4418991.13,1
65,439293.6308,4422240.443,443937.5313,4418688,1
66,439182.4344,4422295.039,444101.7003,4419365.849,1
67,438550.529,4422223.236,444117.2083,4418809.676,1
68,439379.6164,4422500.776,444183.8923,4418900.417,1
69,438972.0561,4422260.093,443610.7276,4418905.342,1
70,438738.0498,4422185.521,443794.8837,4418905.566,1
71,438554.4741,4421978.573,443811.8737,4418905.395,1
72,439262.582,4422311.625,444113.4879,4418987.824,1
73,439196.3391,4422140.195,444113.7656,4419352.604,1
74,439181.3378,4422077.668,444111.3909,4419261.834,1
75,438655.5907,4422153.434,443847.8858,4419149.372,1
76,438552.1402,4422134.095,444114.0972,4418869.212,1
77,438551.6556,4422153.406,443378.9456,4419382.358,1
78,439248.3019,4422505.271,443965.3794,4418993.841,1
79,438972.0913,4422260.099,443992.411,4419146.946,1
80,439254.8663,4422240.237,444112.9338,4419327.722,1
81,438551.7362,4422163.982,443972.8545,4418994.217,1
82,439203.4822,4422079.205,444092.647,4418901.832,1
83,439298.9117,4422240.482,443560.4636,4419105.964,1
84,439352.9945,4422500.34,443796.5545,4418987.871,1
85,439093.1924,4422521.461,443450.6307,4419380.395,1
86,439196,4422298.406,443565.4341,4419290.737,1
87,439191.1037,4422297.107,444117.4449,4418803.226,1
88,439199.035,4422078.295,443726.3455,4419151.806,1
89,439303.836,4422240.519,444112.4637,4418901.592,1
90,438832.234,4422223.608,443199.4587,4418910.934,1
91,438799.3988,4422035.895,443798.7778,4418789.073,1
92,439460.1231,4422248.25,443564.8202,4419106.522,1
93,439354.6447,4422104.622,443233.1241,4419280.904,1
94,439019.3276,4422149.58,444065.9124,4419284.767,1
95,439479.4979,4422003.933,443620.9958,4419097.648,1
96,439081.9459,4422283.449,443910.874,4419038.88,1
97,438949.7226,4422227.049,443990.5374,4419182.186,1
98,439371.1219,4422327.322,443576.0993,4419436.136,1
99,438824.677,4422343.453,443788.248,4418879.075,1
100,439466.3849,4422421.703,443246.3175,4418799.919,1
101,438771.8406,4422025.773,443357.2801,4419011.091,1
102,438695.6179,4422044.536,443233.843,4419436.727,1
103,439199.7061,4422258.83,443610.6403,4419126.703,1
104,439541.2087,4422284.828,443747.8359,4418800.532,1
105,439186.1424,4422398.166,443259.8463,4419128.933,1
106,438579.1615,4422123.442,443232.9421,4419057.669,1
107,439451.0038,4422445.161,443344.8638,4419297.575,1
108,439405.0412,4422250.768,443965.8572,4419141.816,1
109,439106.4244,4422235.307,443582.8485,4418758.594,1
110,439432.7252,4422200.375,444078.0266,4419266.825,1
111,439144.7569,4422366.406,443373.3825,4419356.857,1
112,439241.5065,4422203.799,443597.3739,4419314.222,1
113,439266.5104,4422298.744,443172.3532,4418752.297,1
114,439398.8725,4422310.623,443795.7145,4419210.582,1
115,439505.7341,4422264.314,443317.6885,4419028.535,1
116,439067.4041,4422029.119,443200.2869,4419434.458,1
117,439076.8466,4422110.268,444082.775,4419165.587,1
118,439534.5962,4422312.829,443209.4271,4419323.55,1
119,438590.3176,4422188.924,443707.1457,4418987.039,1
120,438601.515,4422168.29,443746.9128,4419262.167,1
121,438891.3349,4422301.485,443826.6285,4419040.242,1
122,438884.7891,4422299.134,443230.1401,4419012.111,1
123,439312.5223,4422418.298,443754.076,4418750.66,1
124,439041.0737,4422251.338,443624.0881,4418957.107,1
125,439310.1283,4422372.727,443583.4874,4419154.277,1
126,438893.3069,4422260.927,443293.6786,4419051.122,1
127,439184.0019,4422228.633,443274.9266,4419373.965,1
128,439079.3119,4422084.782,443360.795,4419100.335,1
129,439193.5912,4422180.658,444073.4106,4419317.864,1
130,438732.3106,4422022.684,443172.6854,4419153.757,1
131,438905.1268,4422280.732,443771.857,4418971.714,1
132,438838.5366,4422003.71,443231.7486,4418785.556,1
133,438876.1965,4422049.109,443375.3472,4419069.534,1
134,438981.866,4422014.713,443856.8403,4419111.975,1
135,438894.546,4422076.437,443576.3932,4418788.11,1
136,439106.955,4422367.811,443162.4735,4418932.144,1
137,439325.6481,4422434.598,443501.7606,4419201.737,1
138,438573.6242,4422314.835,443673.6038,4418812.261,1
139,439359.0451,4422123.696,443733.1181,4419427.237,1
140,439011.9855,4422082.983,443988.0771,4419062.123,1
141,438918.2141,4422058.755,443497.8213,4419217.142,1
142,439290.7558,4422270.724,444111.8582,4419218.859,1
143,438678.7572,4422107.413,444118.5837,4418939.079,1
144,438551.2039,4422344.613,443549.2335,4418971.784,1
145,438704.5202,4422436.765,443436.3696,4418995.974,1
146,438772.8585,4422313.167,443383.8795,4418750.326,1
147,439430.2441,4422127.524,443892.706,4419106.221,1
148,438674.2967,4422182.852,443940.6376,4418955.586,1
149,439459.2663,4422341.716,444020.1332,4418795.533,1
150,439544.7142,4422199.355,444144.8658,4419156.961,1
151,439038.9798,4422162.648,443837.4695,4419160.626,1
152,438942.4966,4422167.296,443742.8675,4418856.316,1
153,439293.745,4422078.932,443984.0077,4418870.304,1
154,438757.5664,4422097.09,443833.3597,4419172.294,1
155,438747.7045,4422099.28,443991.1132,4419294.316,1
156,438859.8961,4422280.557,444111.8492,4419057.04,1
157,439114.6172,4422279.634,443285.8249,4418759.305,1
158,438757.8607,4422185.07,443447.934,4419193.166,1
159,438912.6582,4422085.756,443978.2699,4418825.351,1
160,438809.7244,4422409.779,443342.6158,4419172.598,1
161,438909.8463,4422106.816,444066.3665,4419294.865,1
162,438573.486,4422336.288,443932.8396,4419319.629,1
163,438590.1117,4422112.376,444043.1618,4419130.194,1
164,438966.4011,4422107.564,443455.0389,4418886.885,1
165,438988.1518,4422191.638,443845.9847,4419154.577,1
166,439369.6061,4422064.068,443497.1275,4419218.278,1
167,439086.6142,4422116.042,443873.089,4418909.259,1
168,439061.2326,4422130.884,443797.1639,4419112.299,1
169,439303.2045,4422031.316,444039.8603,4419378.186,1
170,439543.7312,4422289.341,443687.7731,4419317.769,1
171,438808.8405,4422380.288,443933.8056,4419123.017,1
172,438603.3054,4422147.961,444070.8773,4419336.318,1
173,439214.3679,4422257.294,444095.2257,4419201.682,1
174,439246.9697,4422231.674,443256.5763,4419048.077,1
175,438882.2778,4422137.916,443301.3885,4418751.283,1
176,438859.1146,4422024.578,443639.6538,4419002.817,1
177,438990.6404,4422416.424,443844.9539,4419112.641,1
178,438721.3145,4422011.083,443977.5206,4419251.55,1
179,439532.1491,4422363.553,443853.7151,4419315.275,1
180,439385.6279,4422110.611,443266.297,4418810.853,1
181,439499.5425,4422210.583,444030.7942,4419215.999,1
182,438575.1289,4422267.814,443293.6411,4418876.894,1
183,438932.2343,4422326.381,444134.1595,4419393.079,1
184,439506.163,4422314.185,443177.5336,4419351.382,1
185,439434.7018,4422265.375,443763.0947,4419252.636,1
186,439098.5145,4422274.982,443808.3335,4419234.847,1
187,438703.7837,4422308.869,443188.9869,4419247.224,1
188,439487.111,4422132.217,443957.649,4419187.564,1
189,439458.8148,4422261.892,443400.2262,4419050.535,1
190,443743.7573,4424394.95,439407.7931,4422268.776,2
191,443482.1752,4423657.887,439267.0311,4422197.991,2
192,443225.5164,4423798.302,439332.245,4422116.548,2
193,443122.4487,4423872.572,439268.4643,4422197.964,2
194,443156.363,4423882.141,439416.203,4422195.406,2
195,443158.5418,4423882.478,439408.5735,4422253.097,2
196,443323.3684,4423744.256,439614.9755,4422196.305,2
197,443835.9616,4423948.622,439308.3539,4422196.68,2
198,443303.5052,4423521.966,439334.7398,4421991.197,2
199,443276.2366,4423750.332,439131.2806,4422198.156,2
200,443806.913,4424504.383,439409.654,4422198.013,2
201,443285.1135,4423733.519,439594.3392,4422195.638,2
202,442846.0818,4424112.612,439323.7125,4422452.778,2
203,443870.7996,4423789.424,439409.1865,4422226.155,2
204,442959.1722,4423851.084,439390.9905,4422195.717,2
205,443922.6718,4423479.734,439410.3243,4422154.126,2
206,442929.2623,4423847.722,438822.7087,4422193.06,2
207,443302.9214,4423653.937,439334.3741,4422020.988,2
208,443125.0088,4423870.729,439523.1633,4422195.516,2
209,443195.8268,4424039.142,438670.4178,4422186.807,2
210,443151.7244,4423881.326,438781.3411,4422191.242,2
211,443744.1071,4424393.543,439180.9539,4422198.114,2
212,443278.5151,4423746.398,439327.7638,4422247.217,2
213,443921.6533,4423509.271,439410.4116,4422140.396,2
214,443154.87,4423881.91,439331.4281,4422148.63,2
215,443829.4598,4423500.043,439409.7479,4422189.203,2
216,443217.818,4423934.023,438674.6729,4422182.877,2
217,443264.9375,4423769.691,439333.0616,4422085.021,2
218,443850.5197,4423880.773,438798.0529,4422191.778,2
219,443909.1022,4423621.709,439330.4677,4422172.334,2
220,443200.1403,4424020.989,439170.1782,4422197.867,2
221,443695.1386,4424625.971,439334.1757,4422032.193,2
222,443257.3472,4423776.059,439334.2527,4422027.845,2
223,443854.2683,4423863.119,439334.2517,4422027.9,2
224,443356.2058,4423956.193,439334.7346,4421990.544,2
225,443507.2063,4423645.632,439417.2114,4421907.797,2
226,442922.5922,4424029.553,439220.4214,4422198.406,2
227,443667.94,4424752.692,439244.1857,4422198.217,2
228,442925.9765,4423847.297,439409.6568,4422177.717,2
229,443196.4166,4424036.77,439409.2407,4422232.983,2
230,443321.5686,4423745.067,439407.2235,4422280.219,2
231,443087.5494,4423868.163,438640.4026,4422185.36,2
232,443929.2211,4423461.178,439149.1824,4422197.975,2
233,443594.5357,4423603.297,439363.6544,4422195.934,2
234,442849.753,4424104.709,439409.7339,4422172.477,2
235,443845.4599,4423904.602,439473.9999,4422195.553,2
236,443343.1548,4423734.398,439518.7546,4422195.563,2
237,443908.9956,4423598.395,438897.0341,4422195.186,2
238,442887.5199,4423842.581,439124.3915,4422198.238,2
239,442837.2635,4423830.695,439330.2458,4422173.855,2
240,442802.1208,4424173.608,439409.1932,4422226.997,2
241,443290.2941,4423758.989,439409.688,4422181.65,2
242,443153.8817,4423881.744,439331.4818,4422147.392,2
243,443303.7311,4423552.343,439409.7836,4422193.699,2
244,443233.689,4423792.853,438773.06,4422191.103,2
245,443304.5921,4423752.67,439261.5365,4422198.079,2
246,442836.8141,4423770.744,439418.4683,4422195.388,2
247,443299.6215,4423679.544,439329.552,4422198.89,2
248,443729.0896,4424498.383,439411.1311,4422195.446,2
249,443366.7047,4423960.502,439332.1532,4422120.789,2
250,443743.4838,4424396.05,439409.7892,4422194.394,2
251,443908.8117,4423614.593,439409.2098,4422229.089,2
252,443023.5634,4423948.691,439330.1723,4422191.923,2
253,443304.0516,4423595.468,438667.9829,4422186.695,2
254,443225.143,4423901.35,439531.4038,4422195.429,2
255,443770.4723,4424267.512,438674.6958,4422185.721,2
256,443916.6487,4423556.659,439374.3389,4422195.849,2
257,443253.1478,4423823.061,439416.6068,4421927.178,2
258,442993.0143,4423854.483,439413.9865,4422007.266,2
259,442874.1632,4423841.015,439135.2533,4422198.108,2
260,443227.0761,4423797.273,439409.7447,4422188.789,2
261,443917.5284,4423550.393,438678.8195,4422187.205,2
262,443762.8804,4424306.32,439330.9828,4422163.8,2
263,443075.6748,4423865.675,439371.0454,4422195.876,2
264,443302.917,4423442.832,439149.6642,4422197.971,2
265,443080.1833,4423903.642,439325.7819,4422308.618,2
266,443040.136,4423935.47,439325.6951,4422311.279,2
267,443314.676,4423748.17,439317.8962,4422196.409,2
268,443283.4792,4423737.826,439410.4258,4422166.909,2
269,443928.352,4423463.34,438767.4147,4422191.008,2
270,443215.2829,4423946.613,438677.0755,4422187.12,2
271,443148.8121,4423880.762,439417.6574,4421893.501,2
272,443129.8652,4423867.287,438674.3095,4422178.874,2
273,442835.1097,4423759.394,439416.5797,4421928.046,2
274,443303.898,4423574.803,439438.8154,4422195.425,2
275,443061.0444,4423863.023,439330.3246,4422188.546,2
276,442833.5061,4423756.65,438673.3629,4422171.495,2
277,443927.4503,4423465.584,439411.3688,4422093.587,2
278,443387.6959,4423707.575,439325.5703,4422343.19,2
279,443879.5303,4423749.256,439410.7989,4422115.225,2
280,442863.8954,4424081.837,439325.4441,4422363.766,2
281,443239.3922,4423852.168,439556.1744,4422195.293,2
282,443744.269,4424392.892,438599.0006,4422183.258,2
283,443291.8654,4423714.251,439325.4078,4422322.757,2
284,442863.7818,4424081.974,439325.6251,4422350.078,2
285,443109.0938,4423882.098,439172.6773,4422197.925,2
286,443839.0863,4423495.895,439435.0624,4422195.411,2
287,442836.8034,4423769.317,439329.9793,4422193.247,2
288,443861.0358,4423832.226,439325.1009,4422388.214,2
289,443062.2841,4423863.233,439332.7731,4422096.009,2
290,438600.2956,4422159.391,439134.7412,4424307.805,3
291,438607.4666,4422442.165,439423.1161,4424393.564,3
292,438646.5396,4422326.785,438110.2403,4424097.731,3
293,438617.4908,4422070.091,439032.5613,4424286.392,3
294,438825.8333,4422224.796,437817.7063,4424399.766,3
295,438790.9475,4422325.246,438981.2481,4424314.078,3
296,438928.5032,4422444.385,438436.1326,4424174.256,3
297,438633.184,4422102.082,438030.7732,4424156.695,3
298,438920.5391,4422283.23,438593.4643,4424392.029,3
299,438871.1925,4422336.3,438892.4111,4424354.99,3
300,438621.8996,4422161.709,438212.8582,4424279.336,3
301,438639.5713,4422307.252,438825.166,4424073.063,3
302,438847.4486,4422115.531,438699.0628,4424090.634,3
303,438995.4651,4422358.717,438980.6405,4424361.562,3
304,438609.3319,4422062.66,437800.6411,4424126.204,3
305,438727.6814,4422134.392,438931.776,4424220.981,3
306,438659.9132,4422072.801,438381.811,4424232.017,3
307,438696.474,4422161.211,438624.304,4424048.158,3
308,438869.0554,4422185.517,437938.6617,4424043.188,3
309,438878.1974,4422400.897,438069.6714,4424263.515,3
310,438891.8967,4422208.719,439212.3272,4424152.497,3
311,438662.0125,4422176.684,438756.9554,4424209.78,3
312,438670.393,4422160.934,438942.5489,4424001.487,3
313,438637.3209,4422154.021,438482.9135,4424032.467,3
314,438705.5533,4422110.843,439398.6284,4424177.206,3
315,438766.0764,4422147.165,439286.8774,4424136.733,3
316,438714.2969,4422285.083,438666.164,4424327.149,3
317,438650.1442,4422048.388,438301.3887,4424382.491,3
318,438608.1475,4422012.217,438620.8432,4424010.637,3
319,438733.5189,4422273.45,438685.5731,4424285.685,3
320,438556.8841,4422225.628,439082.8095,4424351.681,3
321,438802.4215,4422372.209,439353.1813,4424163.461,3
322,438934.959,4422064.149,438580.1988,4424248.194,3
323,438841.1641,4422372.197,438046.8693,4424041.347,3
324,438555.931,4422149.722,438263.9767,4424330.001,3
325,438588.1794,4422252.619,438965.891,4424341.579,3
326,438720.392,4422291.102,438134.9715,4424395.306,3
327,438926.3964,4422406.977,439169.258,4424010.227,3
328,438900.4917,4422338.061,437933.2955,4424173.739,3
329,438561.8544,4422354.04,439404.6498,4424331.765,3
330,438998.4314,4422293.699,437945.6117,4424303.911,3
331,438963.1925,4422034.829,439428.4646,4424265.841,3
332,438810.6829,4422389.141,437907.0423,4424012.312,3
333,438632.5878,4422147.911,437946.0075,4424165.99,3
334,438907.7488,4422162.608,439212.5073,4424053.134,3
335,438892.262,4422074.832,438355.4906,4424256.029,3
336,438790.4975,4422013.755,437897.7022,4424299.675,3
337,438826.7663,4422412.852,438470.0352,4424079.153,3
338,438923.7409,4422070.196,439078.0467,4424140.861,3
339,438783.2977,4422322.278,438403.0357,4424346.981,3
340,438869.253,4422210.007,439183.7184,4424148.603,3
341,438833.4553,4422048.168,438685.4821,4424166.429,3
342,438612.8504,4422010.016,438914.1713,4424290.287,3
343,438854.9998,4422438.605,439278.7137,4424319.503,3
344,438725.6171,4422073.248,438661.7404,4424318.535,3
345,438682.6408,4422430.675,438821.7736,4424371.975,3
346,438634.3201,4422299.146,439033.482,4424096.532,3
347,438712.4254,4422242.788,438946.7088,4424012.96,3
348,438767.1359,4422382.316,438405.3582,4424104.975,3
349,438676.1259,4422121.239,439277.3254,4424173.198,3
350,438996.5952,4422249.989,437992.2112,4424222.087,3
351,438766.5315,4422291.992,438660.0648,4424004.864,3
352,438966.7084,4422074.968,438673.0372,4424370.587,3
353,438996.333,4422069.827,439216.916,4424348.799,3
354,438847.7373,4422124.172,438926.2755,4424063.927,3
355,438806.8033,4422202.302,438606.5515,4424090.453,3
356,438953.0143,4422145.191,439130.8062,4424342.109,3
357,438845.4566,4422377.165,438529.0505,4424045.117,3
358,438599.2728,4422277.722,438868.6418,4424077.269,3
359,438818.7399,4422099.816,438212.1139,4424045.432,3
360,438559.976,4422410.157,438104.4494,4424162.163,3
