id,ox,oy,dx,dy,ori_cluster
0,12726191.46,3577069.568,12730214.12,3570999.199,0
1,12733383.26,3576339.255,12733225.76,3573542.55,5
2,12733200.36,3576185.837,12733230.84,3573353.764,5
3,12733350.75,3576404.168,12732720.73,3573182.681,0
4,12732793.82,3576392.365,12733373.11,3573914.228,0
5,12733220.73,3576238.945,12733205.44,3573424.558,5
6,12733010.67,3576047.998,12733046.26,3573003.584,0
7,12733073.35,3576469.081,12732621.12,3572899.513,6
8,12732463.65,3576457.278,12731476.26,3573028.615,0
9,12732468.66,3576244.841,12731747.2,3572746.133,6
10,12732550.03,3576480.885,12731294.98,3573448.157,0
11,12732356.89,3576345.163,12731010.45,3573666.441,0
12,12732321.38,3576026.512,12731244.18,3573017.5,0
13,12732478.9,3576091.423,12731681.14,3572781.528,6
14,12729242.17,3577160.666,12728011.1,3573273.202,0
15,12732034.85,3575813.048,12730926.13,3571875.855,0
16,12732570.29,3575802.292,12732407.72,3571943.868,0
17,12732743.06,3577283.428,12732270.53,3572480.672,6
18,12734024.79,3576275.829,12733984.09,3573732.813,5
19,12733704.64,3576706.591,12734151.78,3573768.211,5
20,12734060.3,3576588.566,12733476,3573190.055,5
21,12735225.82,3576325.138,12729941.64,3574377.208,0
22,12734534.75,3572421.223,12729300.91,3576575.967,0
23,12728671.1,3578083.657,12733112.96,3570752.291,0
24,12722338.92,3572685.694,12729191.49,3576020.255,0
25,12731251.27,3575529.766,12728574.29,3572343.008,0
26,12733455.73,3576848.225,12733221.95,3572611.928,0
27,12733282.96,3577137.381,12732871,3572369.127,0
28,12732795.27,3576736.275,12733293.2,3572901.168,0
29,12733526.86,3576132.844,12732886.11,3571000.394,0
30,12733260.03,3575496.439,12733143.11,3572705.821,0
31,12732751.97,3575998.484,12732685.91,3573042.571,6
32,12733905.35,3575850.965,12733818.96,3573862.605,5
33,12733651.32,3576045.697,12734057.78,3573821.308,5
34,12732894.23,3576081.094,12732863.74,3573225.452,6
35,12732995.87,3576175.507,12733382,3572918.686,0
36,12732330.29,3575963.088,12731837.38,3573213.654,6
37,12732538.57,3576134.202,12731806.9,3573337.542,6
38,12732614.82,3576317.135,12731837.38,3573260.848,6
39,12732604.58,3576116.503,12731237.82,3573337.542,0
40,12732421.68,3575974.878,12730856.75,3573502.728,0
41,12733478.55,3575874.571,12734012.05,3573774.11,5
42,12726509.75,3571866.66,12725175.26,3572652.116,0
43,12729444.72,3574305.472,12724991.58,3574291.948,0
44,12726789.63,3570795.484,12734856.41,3576528.688,0
45,12730747.37,3572446.322,12726746.23,3570862.112,0
46,12729131.74,3573917.99,12731487.2,3578800.73,0
47,12732006.18,3571959.668,12725319.66,3573644.544,0
48,12724428.76,3572127.211,12730520.9,3573897.427,0
49,12734073.33,3576086.037,12733077.33,3573112.861,0
50,12724420.44,3572789.943,12734123.81,3570569.828,0
51,12733224.87,3576842.847,12729643.7,3575084.307,0
52,12724375.83,3572893.629,12733552.91,3573904.275,0
53,12724124.14,3578495.171,12729602.43,3572182.539,0
54,12730925.55,3571010.687,12730617.55,3571050.328,0
55,12732442.1,3572723.971,12731871.45,3575476.412,0
56,12724862.03,3574431.882,12731055.29,3576322.49,0
57,12726333.13,3576427.438,12733110.53,3573178.39,0
58,12725236.26,3576155.399,12724188.06,3578802.07,0
59,12733184.01,3576381.37,12726373.37,3571121.212,0
60,12728910.84,3577181.595,12731244.49,3571007.314,0
61,12726025.07,3576897.967,12726984.77,3579083.233,0
62,12724303.67,3570811.579,12732388.79,3575154.504,0
63,12725732.14,3572776.409,12727853.52,3573180.913,0
64,12732091.83,3574112.615,12725867.31,3572054.202,0
65,12731291.37,3575566.441,12731349.25,3570763.003,0
66,12729779.12,3576359.488,12731364.91,3578954.477,0
67,12726133.39,3570355.609,12724462.18,3573916.193,0
68,12727966.82,3572270.767,12724165.98,3578681.022,0
69,12732801.96,3570535.481,12734340.31,3576896.775,0
70,12730609.42,3579164.406,12730003.14,3572555.232,0
71,12732212.24,3573983.839,12731665.35,3577548.816,0
72,12734737.04,3573833.32,12730549.38,3572974.629,0
73,12724121.38,3578807.886,12730268.38,3576751.307,0
74,12729795.08,3576498.022,12733969.26,3573217.328,0
75,12726830.66,3576142.977,12730290.61,3574474.818,0
76,12733180.3,3574194.001,12732965.51,3579156.153,0
77,12729843.47,3575896.928,12731731.68,3570690.412,0
78,12732632.01,3577206.414,12732522.89,3575372.151,0
79,12724288.02,3574282.668,12726177.31,3574090.778,0
80,12734613.96,3574702.963,12726521.7,3576145.359,0
81,12723899.14,3577034.659,12724707.35,3573354.579,0
82,12725232.22,3574612.587,12725383.15,3570953.772,0
83,12729570.51,3578552.506,12724698.37,3573245.705,0
84,12728537.02,3571366.059,12729709.69,3576700.508,0
85,12728730.3,3575264.625,12724663.58,3575636.659,0
86,12724355.84,3571681.862,12724233.75,3575203.205,0
87,12734192.26,3576891.65,12723825.94,3577933.66,0
88,12733078.72,3574355.689,12734826.74,3576076.29,0
